id_socioeconomico,escolaridade_pai,escolaridade_pai_descricao,escolaridade_mae,escolaridade_mae_descricao,quantidade_pessoas_moradia,quantidade_pessoas_moradia_descricao,renda_familiar,renda_familiar_descricao
6178,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6179,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
6180,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6181,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,18,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6182,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,7,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6183,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6184,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6185,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6186,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,A,Nenhuma Renda
6187,A,Nunca estudou,G,Completou a Pos-graduacao,7,,G,"De R$ 3.636,01 ate R$ 4.848,00"
6188,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6189,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6190,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",18,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6191,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",12,,A,Nenhuma Renda
6192,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6193,H,Nao sei,B,Nao completou a 4 serie/5 ano,2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6194,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6195,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6196,G,Completou a Pos-graduacao,A,Nunca estudou,3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6197,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,B,"Ate R$ 1.212,00"
6198,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6199,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6200,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,7,,B,"Ate R$ 1.212,00"
6201,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6202,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,2,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6203,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",14,,B,"Ate R$ 1.212,00"
6204,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",9,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6205,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,B,"Ate R$ 1.212,00"
6206,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6207,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6208,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6209,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6210,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,4,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6211,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6212,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6213,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6214,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",16,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6215,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6216,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6217,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,G,"De R$ 3.636,01 ate R$ 4.848,00"
6218,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,1,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6219,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,B,"Ate R$ 1.212,00"
6220,G,Completou a Pos-graduacao,A,Nunca estudou,2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6221,H,Nao sei,A,Nunca estudou,5,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6222,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,1,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6223,A,Nunca estudou,A,Nunca estudou,6,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6224,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6225,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",18,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6226,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6227,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",H,Nao sei,2,,Q,"Acima de R$ 24.240,00"
6228,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6229,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",19,,B,"Ate R$ 1.212,00"
6230,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,8,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6231,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6232,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6233,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6234,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,B,"Ate R$ 1.212,00"
6235,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6236,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6237,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6238,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6239,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,1,,A,Nenhuma Renda
6240,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,5,,A,Nenhuma Renda
6241,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",12,,A,Nenhuma Renda
6242,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,7,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6243,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6244,A,Nunca estudou,H,Nao sei,13,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6245,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6246,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,8,,B,"Ate R$ 1.212,00"
6247,G,Completou a Pos-graduacao,H,Nao sei,2,,B,"Ate R$ 1.212,00"
6248,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6249,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,9,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6250,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6251,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,A,Nenhuma Renda
6252,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,2,,M,"De R$ 10.908,01 ate R$ 12.120,00"
6253,G,Completou a Pos-graduacao,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6254,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6255,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,2,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6256,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6257,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,11,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6258,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6259,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6260,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6261,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,5,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6262,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,5,,K,"De R$ 8.484,01 ate R$ 9.696,00"
6263,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,G,"De R$ 3.636,01 ate R$ 4.848,00"
6264,H,Nao sei,B,Nao completou a 4 serie/5 ano,9,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6265,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6266,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6267,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",14,,B,"Ate R$ 1.212,00"
6268,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6269,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,1,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6270,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6271,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,2,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6272,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,7,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6273,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,5,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6274,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6275,H,Nao sei,H,Nao sei,1,,B,"Ate R$ 1.212,00"
6276,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6277,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,7,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6278,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6279,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,6,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6280,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6281,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,B,"Ate R$ 1.212,00"
6282,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6283,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,1,,Q,"Acima de R$ 24.240,00"
6284,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6285,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6286,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6287,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6288,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",H,Nao sei,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6289,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",H,Nao sei,4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6290,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6291,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,11,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6292,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,8,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6293,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
6294,H,Nao sei,A,Nunca estudou,7,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6295,H,Nao sei,A,Nunca estudou,4,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6296,B,Nao completou a 4 serie/5 ano,G,Completou a Pos-graduacao,9,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6297,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6298,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
6299,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",16,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6300,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6301,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6302,A,Nunca estudou,G,Completou a Pos-graduacao,4,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6303,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6304,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,11,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6305,A,Nunca estudou,G,Completou a Pos-graduacao,1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6306,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,9,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6307,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",9,,A,Nenhuma Renda
6308,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6309,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6310,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,2,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6311,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6312,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6313,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,2,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6314,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6315,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,4,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6316,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6317,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,1,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6318,G,Completou a Pos-graduacao,H,Nao sei,6,,G,"De R$ 3.636,01 ate R$ 4.848,00"
6319,H,Nao sei,H,Nao sei,14,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6320,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,5,,G,"De R$ 3.636,01 ate R$ 4.848,00"
6321,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,A,Nenhuma Renda
6322,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",A,Nunca estudou,6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6323,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6324,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",17,,D,"De R$ 1.818,01 ate R$ 2.424,00"
6325,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
6326,G,Completou a Pos-graduacao,A,Nunca estudou,2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6327,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,I,"De R$ 6.060,01 ate R$ 7.272,00"
6328,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",11,,L,"De R$ 9.696,01 ate R$ 10.908,00"
6329,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,A,Nenhuma Renda
6330,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6331,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",15,,A,Nenhuma Renda
6332,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,20,,A,Nenhuma Renda
6333,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
6334,H,Nao sei,B,Nao completou a 4 serie/5 ano,17,,B,"Ate R$ 1.212,00"
6335,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",12,,B,"Ate R$ 1.212,00"
6336,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,P,"De R$ 18.180,01 ate R$ 24.240,00"
6337,H,Nao sei,H,Nao sei,17,,A,Nenhuma Renda
6338,E,"Completou o Ensino Medio, mas nao completou a Faculdade",H,Nao sei,1,,E,"De R$ 2.424,01 ate R$ 3.030,00"
6339,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",11,,C,"De R$ 1.212,01 ate R$ 1.818,00"
6340,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,18,,B,"Ate R$ 1.212,00"
6341,H,Nao sei,G,Completou a Pos-graduacao,10,,F,"De R$ 3.030,01 ate R$ 3.636,00"
6342,A,Nunca estudou,A,Nunca estudou,17,,A,Nenhuma Renda
